Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID7570,7570,5,513.142,2.365,2.574,0,0,0,0.052,1,-10921639,47876.804,47571,38383,57342,4644050,3748.298,0.093,0.024,0.587
ID9258,9258,5,581.484,2.368,2.576,0,1,1,0.052,1,-10921639,50072.722,50095,41357,61403,4857054,4250.15,0.198,0.027,0.611
ID2501,2501,5,704.596,2.362,2.567,0,2,2,0.052,1,-10921639,52419.258,53119,40043,61082,5084668,4343.343,0.187,0.04,0.934
ID10940,10940,5,602.723,2.359,2.547,0,3,3,0.052,1,-10921639,52280.216,52758,42267,61467,5071181,4122.512,0.198,0.032,0.792
ID4163,4163,5,527.584,2.362,2.543,0,4,4,0.052,1,-10921639,50519.103,50732,42237,58365,4900353,3670.472,0.082,0.03,0.801
ID5861,5861,5,278.406,2.343,2.529,0,5,5,0.052,1,-10921639,45169.041,44919,37320,52995,4381397,3356.667,0.149,0.015,0.402
ID14340,14340,5,271.661,2.337,2.51,0,6,6,0.052,1,-10921639,40111.124,40170,31419,48778,3890779,3462.026,0.198,0.017,0.376
ID12617,12617,5,372.924,2.314,2.502,0,7,7,0.052,1,-10921639,34295.031,34038,27544,44663,3326618,3111.753,0.198,0.027,0.574
ID16031,16031,5,427.944,2.307,2.494,0,8,8,0.052,1,-10921639,28590.113,28338,20504,38714,2773241,3560.494,0.052,0.031,0.486
ID17749,17749,5,534.995,2.302,2.483,0,9,9,0.052,1,-10921639,24322.021,24186,16514,34304,2359236,3867.687,0.029,0.047,0.561
ID22976,22976,5,417.954,2.305,2.477,0,10,10,0.052,1,-10921639,19762.381,19288,13096,28190,1916951,2858.176,0.198,0.051,0.67
ID21224,21224,5,155.301,2.298,2.482,0,11,11,0.052,1,-10921639,15457.784,15447,10773,20928,1499405,2259.253,0.198,0.021,0.278
ID24682,24682,5,80.737,2.294,2.465,0,12,12,0.052,1,-10921639,13000.928,12749,9878,17786,1261090,1711.792,0.176,0.018,0.267
ID19515,19515,5,91.336,2.276,2.458,0,13,13,0.052,1,-10921639,11385.619,11450,7044,15420,1104405,1851.885,0.126,0.011,0.138
ID29924,29924,5,70.722,2.273,2.467,0,14,14,0.052,1,-10921639,10656.505,10658,7120,15427,1033681,1786.917,0.198,0.003,0.04
ID28162,28162,5,141.13,2.26,2.46,0,15,15,0.052,1,-10921639,11170.402,11081,6516,14752,1083529,1626.776,0.191,0.02,0.274
ID26437,26437,5,178.253,2.253,2.471,0,16,16,0.052,1,-10921639,11841.928,11593,7443,16760,1148667,2082.416,0.13,0.028,0.306
ID35146,35146,5,232.678,2.252,2.452,0,17,17,0.052,1,-10921639,13819.485,13405,8960,21188,1340490,2535.168,0.051,0.021,0.229
ID33378,33378,5,270.329,2.252,2.429,0,18,18,0.052,1,-10921639,17456.134,17374,11544,26001,1693245,2913.394,0.122,0.043,0.49
ID36856,36856,5,307.1,2.25,2.426,0,19,19,0.052,1,-10921639,21287.567,21381,14954,29970,2064894,3103.534,0.053,0.03,0.397
ID31655,31655,5,462.144,2.266,2.364,0,20,20,0.052,1,-10921639,27195.979,27276,18658,35964,2638010,3277.948,0.083,0.045,0.715
ID38544,38544,5,554.948,2.262,2.373,0,21,21,0.052,1,-10921639,32132.598,32879,21626,41721,3116862,4564.217,0.176,0.044,0.599
ID41978,41978,5,699.607,2.265,2.358,0,22,22,0.052,1,-10921639,37076.629,36756,24698,47093,3596433,5210.068,0.061,0.049,0.67
ID40260,40260,5,581.06,2.271,2.361,0,23,23,0.052,1,-10921639,41048.155,41512,30144,53437,3981671,4742.055,0.093,0.037,0.612
ID43703,43703,5,538.399,2.262,2.373,0,24,24,0.052,1,-10921639,43332.969,43645,30800,57354,4203298,4452.832,0.104,0.028,0.533
ID50472,50472,5,611.836,2.258,2.361,0,25,25,0.052,1,-10921639,46650.412,46239,35585,61451,4525090,4585.69,0.082,0.032,0.638
ID45398,45398,5,527.782,2.254,2.371,0,26,26,0.052,1,-10921639,47978.392,47487,38463,58815,4653904,3978.745,0.094,0.033,0.777
ID48761,48761,5,454.046,2.249,2.367,0,27,27,0.052,1,-10921639,47772.392,48117,36986,57139,4633922,4216.454,0.177,0.029,0.638
ID47077,47077,5,599.087,2.253,2.39,0,28,28,0.052,1,-10921639,47330.598,47422,37315,57937,4591068,4184.357,0.154,0.033,0.721
ID52155,52155,5,586.622,2.268,2.392,0,29,29,0.052,1,-10921639,45052.052,44991,32311,53307,4370049,4374.492,0.187,0.033,0.653
ID53852,53852,5,471.85,2.275,2.394,0,30,30,0.052,1,-10921639,40124.113,39909,33191,48745,3892039,3619.165,0.186,0.036,0.779
ID55572,55572,5,465.894,2.268,2.388,0,31,31,0.052,1,-10921639,34077.01,33455,27055,42820,3305470,3797.188,0.198,0.025,0.438
ID58379,58379,5,492.351,2.264,2.382,0,32,32,0.052,1,-10921639,29197.278,29309,19749,38044,2832136,3955.473,0.198,0.038,0.535
ID57679,57679,5,467.093,2.262,2.377,0,33,33,0.052,1,-10921639,23735.701,23756,15582,30993,2302363,3513.578,0.057,0.039,0.51
ID62441,62441,5,371.306,2.268,2.375,0,34,34,0.052,1,-10921639,19424.103,19189,13800,27933,1884138,2963.401,0.198,0.043,0.537
ID60674,60674,5,312.849,2.261,2.371,0,35,35,0.052,1,-10921639,15545.825,15560,9770,21922,1507945,2613.076,0.186,0.041,0.463
ID65857,65857,5,180.594,2.241,2.35,0,36,36,0.052,1,-10921639,13371.412,13319,7899,19824,1297027,2219.403,0.187,0.017,0.204
ID64135,64135,5,70.808,2.251,2.355,0,37,37,0.052,1,-10921639,11564.32,11604,7114,17360,1121739,1944.846,0.183,-0.003,-0.037
ID84781,84781,5,516.971,2.295,2.366,0,47,47,0.052,1,-10921639,41342.237,41001,32682,51892,4010197,4056.849,0.091,0.04,0.785
ID83115,83115,5,644.462,2.272,2.364,0,48,48,0.052,1,-10921639,46571.206,46294,37569,55815,4517407,3673.821,0.198,0.038,0.92
ID91450,91450,5,608.202,2.273,2.362,0,49,49,0.052,1,-10921639,50291.66,50385,40362,62386,4878291,4094.946,0.166,0.032,0.756
ID88120,88120,5,579.048,2.267,2.358,0,50,50,0.052,1,-10921639,52787.227,52435,43112,62891,5120361,4140.129,0.138,0.029,0.716
ID86446,86446,5,656.663,2.256,2.348,0,51,51,0.052,1,-10921639,53125.557,52863,43800,61762,5153179,4129.872,0.198,0.03,0.746
ID89787,89787,5,495.644,2.262,2.343,0,52,52,0.052,1,-10921639,52153.381,52261,44208,64575,5058878,3958.7,0.198,0.028,0.716
ID98203,98203,5,690.464,2.257,2.338,0,53,53,0.052,1,-10921639,50514.608,50281,39037,60846,4899917,4681.222,0.198,0.03,0.634
ID93080,93080,5,223.807,2.322,2.263,0,55,55,0.052,1,-10921639,35375.206,35235,27186,47007,3431395,3776.303,0.183,0.005,0.096
ID94777,94777,5,192.675,2.323,2.255,0,56,56,0.052,1,-10921639,29555.536,29837,21402,39356,2866887,3385.884,0.185,0.007,0.128
ID111838,111838,5,68.234,2.349,2.073,0,64,64,0.052,1,-10921639,11181.649,11093,7814,15485,1084620,1913.996,0.027,-1.17E-04,-0.001
ID113581,113581,5,204.107,2.388,2.064,0,65,65,0.052,1,-10921639,12829.113,12794,8893,18352,1244424,1974.519,0.176,0.036,0.448
ID116959,116959,5,227.827,2.402,2.068,0,66,66,0.052,1,-10921639,14395.794,14548,8880,20816,1396392,2144.769,0.051,0.051,0.651
ID118681,118681,5,343.317,2.399,2.061,0,67,67,0.052,1,-10921639,16868.031,16657,12807,23910,1636199,2411.805,0.091,0.055,0.734
ID123564,123564,5,329.088,2.409,2.064,0,68,68,0.052,1,-10921639,20076.165,19712,13952,28255,1947388,2908.05,0.087,0.043,0.567
ID122075,122075,5,480.044,2.396,2.05,0,69,69,0.052,1,-10921639,25283.526,24999,18497,34319,2452502,3230.33,0.074,0.046,0.688
ID120400,120400,5,343.905,2.39,2.047,0,70,70,0.052,1,-10921639,29391.433,29041,21671,38254,2850969,3360.722,0.186,0.026,0.449
ID115277,115277,5,327.415,2.39,2.04,0,71,71,0.052,1,-10921639,32847.639,32745,23680,42081,3186221,3452.231,0.165,0.022,0.401
ID132500,132500,5,380.185,2.401,2.066,0,73,73,0.052,1,-10921639,35118.722,35691,23121,44178,3406516,4777.325,0.198,0.01,0.152
ID127341,127341,5,409.118,2.417,2.059,0,74,74,0.052,1,-10921639,36957.062,37034,26544,47300,3584835,4583.211,0.053,0.01,0.153
ID127956,127956,5,558.709,2.419,2.05,0,75,75,0.052,1,-10921639,38100.804,37917,24778,54111,3695778,5299.472,0.169,0.018,0.248
ID130306,130306,5,544.907,2.412,2.044,0,76,76,0.052,1,-10921639,36434.103,36339,27197,49451,3534108,5052.401,0.021,0.022,0.317
ID132629,132629,5,465.24,2.407,2.036,0,77,77,0.052,1,-10921639,33349.629,33866,21138,46878,3234914,5116.639,0.021,0.018,0.227
ID136858,136858,5,528.124,2.405,2.033,0,78,78,0.052,1,-10921639,29522.876,29270,20765,41174,2863719,4422.002,0.051,0.026,0.343
ID138485,138485,5,457.152,2.411,2.025,0,79,79,0.052,1,-10921639,25507.887,25843,16910,37267,2474265,3979.354,0.198,0.033,0.414
ID140134,140134,5,396.323,2.407,2.022,0,80,80,0.052,1,-10921639,21225.938,21195,12894,31779,2058916,3441.482,0.052,0.029,0.343
ID135200,135200,5,174.407,2.412,2.022,0,81,81,0.052,1,-10921639,17666.577,17571,12353,23026,1713658,2480.083,0.156,0.017,0.239
ID141834,141834,5,154.34,2.404,2.017,0,82,82,0.052,1,-10921639,15102.567,15108,10009,21341,1464949,2419.527,0.186,0.017,0.214
ID157124,157124,5,114.658,2.406,2.115,0,91,91,0.052,1,-10921639,11443.701,11285,7881,15872,1110039,1608.664,0.168,0.018,0.258
ID159045,159045,5,177.196,2.398,2.119,0,92,92,0.052,1,-10921639,13852.701,13824,8398,19074,1343712,1937.433,0.053,0.02,0.281
ID159933,159933,5,255.004,2.398,2.108,0,93,93,0.052,1,-10921639,18732.938,18702,13632,27332,1817095,2692.277,0.072,0.031,0.418
ID163905,163905,5,200.88,2.4,2.106,0,94,94,0.052,1,-10921639,23137.196,23033,16055,30517,2244308,2507.063,0.198,0.013,0.233
ID162227,162227,5,259.181,2.396,2.103,0,95,95,0.052,1,-10921639,28280.608,28173,21184,40329,2743219,3489.879,0.178,0.014,0.223
ID167201,167201,5,189.639,2.412,2.078,0,96,96,0.052,1,-10921639,30633.412,30461,22226,41003,2971441,3490.002,0.176,0.018,0.314
ID165552,165552,5,303.088,2.448,2.081,0,97,97,0.052,1,-10921639,31994.619,31865,23277,44180,3103478,3341.212,0.114,0.026,0.494
ID173728,173728,5,303.185,2.47,2.187,0,101,101,0.052,1,-10921639,34643.062,35140,26379,43947,3360377,3913.896,0.198,0.016,0.28
ID175371,175371,5,235.268,2.459,2.19,0,102,102,0.052,1,-10921639,33610.639,33972,24542,42874,3260232,3993.021,0.097,0.016,0.272
ID177031,177031,5,370.714,2.44,2.259,0,103,103,0.052,1,-10921639,36097.845,35934,27106,45140,3501491,3739.884,0.198,0.027,0.5
ID178574,178574,5,392.212,2.435,2.264,0,104,104,0.052,1,-10921639,32363.351,32712,21528,39807,3139245,3480.93,0.198,0.025,0.447
ID181980,181980,5,442.356,2.434,2.268,0,105,105,0.052,1,-10921639,28291.598,27995,19932,39331,2744285,3895.046,0.157,0.033,0.467
ID183623,183623,5,268.355,2.431,2.265,0,106,106,0.052,1,-10921639,23522.072,23219,16825,33370,2281641,3055.67,0.094,0.025,0.379
ID180323,180323,5,199.585,2.436,2.251,0,107,107,0.052,1,-10921639,18496.392,18435,12846,26221,1794150,2818.999,0.198,0.02,0.263
ID186973,186973,5,214.399,2.424,2.255,0,108,108,0.052,1,-10921639,15638.052,15482,10930,20824,1516891,2336.789,0.177,0.022,0.293
ID185297,185297,5,151.274,2.44,2.267,0,109,109,0.052,1,-10921639,13356.237,13298,8567,17636,1295555,1904.623,0.198,0.023,0.312
ID190357,190357,5,84.128,2.402,2.253,0,110,110,0.052,1,-10921639,11262.928,11088,8320,15872,1092504,1601.696,0.156,0.011,0.152
ID188654,188654,5,75.351,2.441,2.24,0,111,111,0.052,1,-10921639,10237.103,10266,6287,13602,992999,1476.286,0.198,0.001,0.02
ID198847,198847,5,88.827,2.398,2.241,0,113,113,0.052,1,-10921639,9413.103,9573,5670,13146,913071,1475.672,0.198,0.019,0.241
ID195421,195421,5,107.981,2.379,2.215,0,114,114,0.052,1,-10921639,9937.124,9738,5092,15084,963901,1877.613,0.18,0.025,0.263
ID197114,197114,5,98.82,2.406,2.205,0,115,115,0.052,1,-10921639,10228.825,10116,6187,15168,992196,1839.115,0.198,0.007,0.075
ID193717,193717,5,121.601,2.384,2.218,0,116,116,0.052,1,-10921639,12025.454,11994,7573,16278,1166469,1734.763,0.146,0.019,0.264
ID200500,200500,5,208.783,2.372,2.215,0,117,117,0.052,1,-10921639,15678.381,15746,10753,20877,1520803,2467.895,0.083,0.031,0.376
ID202154,202154,5,360.863,2.374,2.211,0,118,118,0.052,1,-10921639,21330.773,21011,13540,31044,2069085,2965.456,0.198,0.041,0.564
ID203808,203808,5,536.427,2.378,2.201,0,119,119,0.052,1,-10921639,27186.474,27289,19653,36306,2637088,3462.109,0.09,0.055,0.821
ID207037,207037,5,542.526,2.371,2.2,0,120,120,0.052,1,-10921639,31722.67,31574,22515,41628,3077099,3868.364,0.186,0.038,0.606
ID208674,208674,5,481.561,2.384,2.197,0,121,121,0.052,1,-10921639,34596.629,34065,25964,42769,3355873,3365.315,0.092,0.035,0.687
ID210328,210328,5,471.072,2.383,2.203,0,122,122,0.052,1,-10921639,37778.979,37709,27091,47894,3664561,4429.66,0.198,0.038,0.618
ID205430,205430,5,543.839,2.39,2.203,0,123,123,0.052,1,-10921639,39977.845,39926,27882,52533,3877851,4119.398,0.167,0.043,0.807
ID211927,211927,5,368.862,2.381,2.192,0,124,124,0.052,1,-10921639,39539.969,39898,28527,50361,3835377,4364.439,0.198,0.028,0.489
ID213522,213522,5,416.813,2.374,2.215,0,125,125,0.052,1,-10921639,41559.103,42284,27146,51773,4031233,4180.659,0.177,0.032,0.608
ID215119,215119,5,311.585,2.353,2.18,0,126,126,0.052,1,-10921639,37055.66,37349,27510,46763,3594399,3773.949,0.198,0.023,0.44
ID216755,216755,5,302.968,2.257,2.202,0,129,129,0.052,1,-10921639,28984.258,28357,22112,36589,2811473,3231.491,0.198,0.02,0.351
ID218393,218393,5,186.695,2.244,2.186,0,130,130,0.052,1,-10921639,23600.01,23289,16179,28957,2289201,2703.162,0.174,0.005,0.091
ID220043,220043,5,202.754,2.25,2.165,0,131,131,0.052,1,-10921639,19123.67,18808,13464,24388,1854996,2442.365,0.052,0.022,0.34
ID224945,224945,5,72.515,2.262,2.226,0,132,132,0.052,1,-10921639,16142.093,15950,11133,20670,1565783,2193.334,0.177,0.011,0.158
ID240059,240059,5,197.171,2.349,2.174,0,141,141,0.052,1,-10921639,14310.938,14241,8796,19310,1388161,2160.984,0.093,0.032,0.408
ID241696,241696,5,272.808,2.36,2.176,0,142,142,0.052,1,-10921639,18432.546,18725,14235,23272,1787957,2372.084,0.144,0.034,0.513
ID248159,248159,5,452.887,2.354,2.184,0,143,143,0.052,1,-10921639,24219.876,23680,17627,30688,2349328,2996.679,0.179,0.051,0.784
ID244934,244934,5,394.135,2.353,2.163,0,144,144,0.052,1,-10921639,29030.515,28887,19320,36215,2815960,3356.069,0.198,0.039,0.653
ID243313,243313,5,607.602,2.354,2.177,0,145,145,0.052,1,-10921639,33589.567,33263,26328,46890,3258188,3827.246,0.198,0.047,0.788
ID246540,246540,5,572.185,2.351,2.16,0,146,146,0.052,1,-10921639,36012.186,36530,27658,45823,3493182,4166.033,0.062,0.04,0.667
ID253059,253059,5,621.262,2.345,2.182,0,147,147,0.052,1,-10921639,38831.897,38993,28474,47970,3766694,3939.199,0.125,0.041,0.777
ID251393,251393,5,502.814,2.345,2.172,0,148,148,0.052,1,-10921639,39856.536,39708,32742,51235,3866084,3294.555,0.111,0.039,0.909
ID249771,249771,5,380.584,2.345,2.163,0,149,149,0.052,1,-10921639,38397.732,38629,28496,48065,3724580,3811.659,0.168,0.027,0.537
ID254671,254671,5,379.226,2.349,2.172,0,150,150,0.052,1,-10921639,37345.124,37652,29585,44371,3622477,3297.585,0.198,0.03,0.659
ID257886,257886,5,341.695,2.413,2.226,0,151,151,0.052,1,-10921639,34273.887,33972,25154,42181,3324567,3841.921,0.114,0.026,0.46
ID261155,261155,5,334.107,2.414,2.216,0,152,152,0.052,1,-10921639,30262.412,30744,23934,40807,2935454,3315.716,0.198,0.022,0.391
ID256282,256282,5,391.952,2.406,2.226,0,153,153,0.052,1,-10921639,27698.99,27744,21032,36495,2686802,3435.43,0.119,0.04,0.616
ID259498,259498,5,419.724,2.409,2.223,0,154,154,0.052,1,-10921639,23108.371,23152,16004,30701,2241512,3262.761,0.054,0.049,0.657
ID262767,262767,5,369.774,2.405,2.223,0,155,155,0.052,1,-10921639,19005.155,18927,12653,25920,1843500,2601.993,0.128,0.052,0.72
ID264399,264399,5,398.297,2.411,2.219,0,156,156,0.052,1,-10921639,16230.021,16021,11456,23486,1574312,2615.272,0.198,0.058,0.679
ID267734,267734,5,232.63,2.411,2.217,0,157,157,0.052,1,-10921639,13289.773,13078,9176,22706,1289108,2285.299,0.186,0.042,0.468
ID269399,269399,5,186.363,2.406,2.219,0,158,158,0.052,1,-10921639,11366.031,11373,7616,14910,1102505,1716.63,0.198,0.033,0.429
ID266072,266072,5,116.826,2.407,2.214,0,159,159,0.052,1,-10921639,10002.289,9868,6362,15019,970222,1713.427,0.114,0.026,0.295
ID271107,271107,5,67.769,2.404,2.229,0,160,160,0.052,1,-10921639,9148,9139,5246,12544,887356,1357.828,0.167,0.017,0.226
ID272793,272793,5,122.501,2.416,2.24,0,161,161,0.052,1,-10921639,9021.433,8849,5325,14352,875079,1624.431,0.187,0.032,0.346
ID274467,274467,5,69.437,2.406,2.249,0,162,162,0.052,1,-10921639,8564.155,8356,5941,11658,830723,1409.263,0.184,0.015,0.174
ID279490,279490,5,111.38,2.408,2.262,0,163,163,0.052,1,-10921639,9113.515,9002,5830,13500,884011,1397.659,0.189,0.032,0.403
ID2495,2495,8,440.911,3.145,2.539,0,2,2,0.052,1,-10921639,34546.784,34412,25880,46617,3351038,4142.003,0.114,0.034,0.544
ID10934,10934,8,517.009,3.153,2.533,0,3,3,0.052,1,-10921639,36302.557,36615,27482,44068,3521348,3755.258,0.18,0.047,0.871
ID4160,4160,8,489.226,3.149,2.527,0,4,4,0.052,1,-10921639,33955.969,33972,23478,43499,3293729,3852.298,0.198,0.045,0.758
ID5855,5855,8,370.87,3.137,2.5,0,5,5,0.052,1,-10921639,29834.577,29778,20241,40696,2893954,3533.533,0.185,0.031,0.503
ID14342,14342,8,404.24,3.144,2.513,0,6,6,0.052,1,-10921639,27844.289,27991,20649,34744,2700896,3154.92,0.092,0.043,0.725
ID12612,12612,8,245.333,3.132,2.479,0,7,7,0.052,1,-10921639,22940.804,22808,14968,29775,2225258,2778.038,0.189,0.025,0.408
ID16030,16030,8,251.567,3.15,2.482,0,8,8,0.052,1,-10921639,20518.845,20388,14253,29200,1990328,2736.816,0.17,0.03,0.441
ID17744,17744,8,158.42,3.164,2.463,0,9,9,0.052,1,-10921639,17249.835,17299,12163,23090,1673234,2238.743,0.175,0.017,0.258
ID22964,22964,8,214.452,3.169,2.449,0,10,10,0.052,1,-10921639,15908.402,15736,10977,21710,1543115,2248.418,0.198,0.035,0.484
ID21217,21217,8,183.677,3.169,2.455,0,11,11,0.052,1,-10921639,14017.175,13783,8802,21162,1359666,2239.943,0.021,0.026,0.32
ID24677,24677,8,83.235,3.172,2.453,0,12,12,0.052,1,-10921639,12876.732,12524,9112,19938,1249043,2170.329,0.137,0.012,0.137
ID19517,19517,8,87.675,3.203,2.453,0,13,13,0.052,1,-10921639,12666.309,12437,9208,18982,1228632,1851.233,0.198,0.01,0.14
ID33396,33396,8,455.632,3.3,2.475,0,18,18,0.052,1,-10921639,22710.928,22952,14445,30758,2202960,2925.407,0.189,0.049,0.719
ID36867,36867,8,514.506,3.297,2.466,0,19,19,0.052,1,-10921639,27975.134,28170,20096,35259,2713588,3127.159,0.198,0.051,0.875
ID31692,31692,8,698.843,3.287,2.468,0,20,20,0.052,1,-10921639,34000.454,33666,24824,43927,3298044,3718.272,0.198,0.052,0.906
ID38572,38572,8,699.558,3.298,2.465,0,21,21,0.052,1,-10921639,38281.948,38847,26639,49157,3713349,4109.944,0.198,0.047,0.836
ID42009,42009,8,725.147,3.308,2.461,0,22,22,0.052,1,-10921639,41775.701,41533,32313,52375,4052243,3919.776,0.092,0.047,0.966
ID40288,40288,8,631.889,3.316,2.468,0,23,23,0.052,1,-10921639,44100.289,43482,33202,54457,4277728,3935.068,0.198,0.038,0.817
ID43742,43742,8,675.044,3.339,2.499,0,24,24,0.052,1,-10921639,46956.299,47097,37770,55636,4554761,3653.316,0.093,0.051,1.244
ID50506,50506,8,718.716,3.33,2.479,0,25,25,0.052,1,-10921639,47324.598,46746,33760,60501,4590486,4684.743,0.174,0.042,0.806
ID45425,45425,8,741.852,3.344,2.485,0,26,26,0.052,1,-10921639,47062.247,47212,35790,57103,4565038,3943.21,0.159,0.046,1.045
ID48797,48797,8,790.652,3.334,2.492,0,27,27,0.052,1,-10921639,46161.423,45993,37159,56766,4477658,4148.718,0.185,0.05,1.05
ID47105,47105,8,819.321,3.33,2.489,0,28,28,0.052,1,-10921639,43690.608,43737,34878,51683,4237989,3899.984,0.165,0.056,1.183
ID52181,52181,8,704.534,3.333,2.485,0,29,29,0.052,1,-10921639,39045.072,38906,29373,51915,3787372,4695.081,0.198,0.045,0.709
ID53873,53873,8,590.651,3.329,2.471,0,30,30,0.052,1,-10921639,33895.742,33639,25179,41857,3287887,3552.666,0.198,0.049,0.886
ID55596,55596,8,586.951,3.329,2.47,0,31,31,0.052,1,-10921639,28882.959,28611,21610,39899,2801647,3501.793,0.092,0.053,0.837
ID58426,58426,8,356.391,3.323,2.469,0,32,32,0.052,1,-10921639,22856.443,22380,16872,29979,2217075,3029.646,0.093,0.039,0.568
ID57727,57727,8,288.67,3.33,2.469,0,33,33,0.052,1,-10921639,18849.392,18789,13728,25318,1828391,2714.652,0.029,0.032,0.428
ID62466,62466,8,210.834,3.313,2.453,0,34,34,0.052,1,-10921639,15575.423,15342,11314,24146,1510816,2409.083,0.198,0.033,0.417
ID60696,60696,8,111.099,3.359,2.444,0,35,35,0.052,1,-10921639,13064.165,13075,9609,17719,1267224,1935.182,0.198,0.007,0.1
ID84825,84825,8,265.955,3.413,2.526,0,47,47,0.052,1,-10921639,40251.598,39705,27790,50838,3904405,4175.126,0.198,0.008,0.15
ID83160,83160,8,306.574,3.411,2.523,0,48,48,0.052,1,-10921639,44995.825,45330,33647,55191,4364595,4052.502,0.021,0.012,0.262
ID91496,91496,8,383.154,3.422,2.516,0,49,49,0.052,1,-10921639,47678.526,47665,41242,55351,4624817,3572.07,0.088,0.021,0.548
ID88167,88167,8,330.218,3.417,2.516,0,50,50,0.052,1,-10921639,47989.588,48042,38289,58243,4654990,4022.919,0.198,0.008,0.196
ID86490,86490,8,540.611,3.412,2.514,0,51,51,0.052,1,-10921639,48982.948,48151,39023,59069,4751346,4573.208,0.198,0.026,0.553
ID89835,89835,8,563.126,3.408,2.514,0,52,52,0.052,1,-10921639,46925.722,46317,36495,56058,4551795,4586.207,0.053,0.022,0.449
ID98250,98250,8,583.233,3.415,2.512,0,53,53,0.052,1,-10921639,43259.196,42931,30694,53884,4196142,4422.831,0.054,0.032,0.599
ID96546,96546,8,462.399,3.409,2.509,0,54,54,0.052,1,-10921639,38265.474,37696,30104,48700,3711751,3666.047,0.186,0.028,0.565
ID93150,93150,8,384.878,3.405,2.501,0,55,55,0.052,1,-10921639,32276.124,32085,24265,40238,3130784,3100.738,0.092,0.032,0.643
ID94856,94856,8,275.512,3.402,2.499,0,56,56,0.052,1,-10921639,26053.082,26125,18805,33205,2527149,2852.936,0.084,0.031,0.551
ID105113,105113,8,193.573,3.404,2.492,0,57,57,0.052,1,-10921639,20810.082,20706,14869,27054,2018578,2624.112,0.073,0.024,0.376
ID100723,100723,8,116.61,3.402,2.508,0,58,58,0.052,1,-10921639,16735.784,16860,11470,21938,1623371,2378.208,0.183,0.024,0.328
ID110262,110262,8,93.214,3.387,2.498,0,59,59,0.052,1,-10921639,13386.289,13270,8448,18165,1298470,1894.093,0.136,0.018,0.251
ID108550,108550,8,97.429,3.385,2.524,0,60,60,0.052,1,-10921639,11396.351,11316,6877,18681,1105446,2089.761,0.092,0.023,0.245
ID106824,106824,8,100.95,3.356,2.529,0,61,61,0.052,1,-10921639,10085.175,9897,5542,14178,978262,1814.188,0.198,0.018,0.197
ID118831,118831,8,133.109,3.375,2.542,0,67,67,0.052,1,-10921639,11745.196,11910,7204,16502,1139284,2010.706,0.146,0.027,0.306
ID123839,123839,8,209.073,3.322,2.504,0,68,68,0.052,1,-10921639,16858.928,16980,10731,21604,1635316,2257.094,0.198,0.027,0.393
ID122210,122210,8,613.2,3.323,2.494,0,69,69,0.052,1,-10921639,25102.588,25138,16219,32438,2434951,3575.96,0.09,0.073,0.951
ID120531,120531,8,691.809,3.319,2.489,0,70,70,0.052,1,-10921639,32090.381,31764,23174,40357,3112767,4032.611,0.198,0.059,0.884
ID115410,115410,8,981.088,3.321,2.474,0,71,71,0.052,1,-10921639,39610.206,39337,30381,50399,3842190,4918.4,0.198,0.066,0.992
ID125656,125656,8,342.821,3.269,2.618,0,72,72,0.052,1,-10921639,20083.701,19788,14864,26680,1948119,2870.552,0.198,0.04,0.54
ID132786,132786,8,680.21,3.264,2.568,0,73,73,0.052,1,-10921639,46485.773,46473,36218,56927,4509120,4444.637,0.198,0.045,0.906
ID127684,127684,8,745.291,3.269,2.553,0,74,74,0.052,1,-10921639,52749.588,52383,39107,62101,5116710,4481.066,0.093,0.045,1.009
ID128211,128211,8,690.85,3.271,2.57,0,75,75,0.052,1,-10921639,53225.021,53211,43048,63268,5162827,4244.605,0.094,0.044,1.047
ID133012,133012,8,309.31,3.152,2.743,0,77,77,0.052,1,-10921639,39185.608,39205,31242,48587,3801004,3368.632,0.198,0.01,0.239
ID137047,137047,8,225.562,3.167,2.721,0,78,78,0.052,1,-10921639,35570.01,35944,25576,47767,3450291,3771.666,0.188,0.006,0.119
ID138692,138692,8,287.416,3.164,2.736,0,79,79,0.052,1,-10921639,31099.299,30393,22442,40340,3016632,3258.951,0.175,0.011,0.202
ID157305,157305,8,71.488,3.112,2.741,0,91,91,0.052,1,-10921639,7420.124,7230,4660,11340,719752,1385.161,0.136,0.012,0.125
ID159419,159419,8,70.842,3.135,2.75,0,92,92,0.052,1,-10921639,8880.371,8683,5984,12870,861396,1391.349,0.121,0.015,0.188
ID175507,175507,8,443.656,3.077,2.645,0,102,102,0.052,1,-10921639,31906.629,32124,23659,39487,3094943,3439.436,0.114,0.042,0.746
ID177174,177174,8,359.892,3.059,2.666,0,103,103,0.052,1,-10921639,28056.649,27950,21269,37927,2721495,3349.452,0.086,0.031,0.496
ID178799,178799,8,310.699,3.07,2.665,0,104,104,0.052,1,-10921639,25307.361,25285,18432,32908,2454814,3349.932,0.198,0.025,0.367
